Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mike Miller,SF,34,CLE,52,15,701,1.9,5.9,0.325,1.6,5,0.327,0.3,0.8,0.313,0.2,0.2,0.75,0.2,4.5,4.7,2.4,0.7,0.2,1.2,3.8,5.6
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Quincy Miller,PF,22,TOT,10,0,119,2.7,11.5,0.237,0.9,5.4,0.167,1.8,6.1,0.3,2.4,3.3,0.727,1.2,4.8,6.1,2.4,2.1,1.5,1.5,2.7,8.8
Quincy Miller,PF,22,SAC,6,0,61,2.4,10.6,0.222,0.6,4.1,0.143,1.8,6.5,0.273,4.7,6.5,0.727,1.2,5.9,7.1,1.8,3.5,1.8,1.8,2.4,10
Quincy Miller,PF,22,DET,4,0,58,3.1,12.4,0.25,1.2,6.8,0.182,1.9,5.6,0.333,0,0,,1.2,3.7,5,3.1,0.6,1.2,1.2,3.1,7.4
Patrick Mills,PG,26,SAS,51,0,801,5.8,15.1,0.381,2.8,8.2,0.341,3,6.9,0.429,1.5,1.8,0.825,0.9,2.4,3.4,3.9,1.3,0.1,1.6,2.6,15.8
Elijah Millsap,SG,27,UTA,47,5,924,3.2,9.3,0.34,1.1,3.5,0.311,2.1,5.8,0.358,2.3,3.4,0.674,1.1,4.8,5.8,2.3,2.2,0.6,2.6,4.8,9.7
Paul Millsap,PF,29,ATL,73,73,2390,6.7,14,0.476,1.2,3.3,0.356,5.5,10.8,0.513,3.8,5.1,0.757,2.1,6.5,8.6,3.4,2,1,2.5,3,18.3
Nikola Mirotic,PF,23,CHI,82,3,1654,5.5,13.6,0.405,2.2,6.8,0.316,3.4,6.8,0.495,5,6.2,0.803,1.4,7.4,8.8,2.1,1.2,1.2,1.9,3.7,18.1
Nazr Mohammed,C,37,CHI,23,0,128,3.7,8.4,0.433,0,0,,3.7,8.4,0.433,0.3,0.8,0.333,3.1,7.6,10.7,0.8,1.1,1.4,2,4.5,7.6
Greg Monroe,PF,24,DET,69,57,2137,7.1,14.4,0.496,0,0,,7.1,14.4,0.496,4.2,5.7,0.75,3.9,8,11.9,2.4,1.3,0.6,2.5,2.5,18.5
E'Twaun Moore,SG,25,CHI,56,0,504,4.4,9.9,0.446,0.9,2.7,0.342,3.5,7.2,0.485,0.9,1.4,0.6,0.9,2.4,3.3,2.4,1.4,0.4,1,3.2,10.6
Eric Moreland,PF,23,SAC,3,0,2,18,18,1,0,0,,18,18,1,0,0,,0,18,18,0,0,0,0,18,36
Darius Morris,PG,24,BRK,38,0,299,4.3,12.8,0.34,0.8,4,0.212,3.5,8.8,0.397,0.5,1.1,0.444,0.8,2.4,3.3,5.8,1.1,0,2.5,2.4,10
Marcus Morris,PF,25,PHO,81,35,2045,5.8,13.4,0.434,2,5.5,0.358,3.9,7.9,0.487,1.2,2,0.628,1.3,5.5,6.8,2.3,1.1,0.3,1.3,3.3,14.9
Markieff Morris,PF,25,PHO,82,82,2581,7.1,15.3,0.465,0.8,2.5,0.318,6.3,12.8,0.494,2.5,3.2,0.763,1.5,5.5,7.1,2.7,1.4,0.5,2.4,3.4,17.5
Anthony Morrow,SG,29,OKC,74,0,1806,5.7,12.3,0.463,2.8,6.5,0.434,2.9,5.8,0.497,1.6,1.8,0.888,0.8,3.1,3.9,1.2,1.1,0.2,0.8,2.7,15.7
Donatas Motiejunas,PF,24,HOU,71,62,2037,6.2,12.4,0.504,0.9,2.4,0.368,5.4,10,0.536,1.8,2.9,0.602,2.4,5,7.4,2.3,1,0.6,2.2,3.6,15.1
Timofey Mozgov,C,28,TOT,81,80,2045,5.5,10,0.555,0,0.1,0.333,5.5,9.9,0.557,2.7,3.8,0.718,3.6,6.8,10.4,1,0.6,1.7,2,4,13.8
Timofey Mozgov,C,28,DEN,35,35,897,4.7,9.3,0.504,0.1,0.2,0.333,4.6,9.1,0.509,2.5,3.5,0.733,3.7,7.3,10.9,0.6,0.6,1.6,1.9,4.6,12
Timofey Mozgov,C,28,CLE,46,45,1148,6.2,10.5,0.59,0,0,,6.2,10.5,0.59,2.9,4.1,0.708,3.5,6.5,10,1.2,0.6,1.8,2.2,3.5,15.2
Shabazz Muhammad,SG,22,MIN,38,13,866,8.1,16.5,0.489,0.8,2.1,0.392,7.2,14.4,0.503,4.3,6,0.717,2.6,3.8,6.4,1.8,0.7,0.3,1.5,2,21.3
Toure' Murry,SG-PG,25,TOT,5,0,18,4,10,0.4,0,0,,4,10,0.4,4,4,1,2,0,2,2,2,0,8,4,12
Toure' Murry,PG,25,UTA,1,0,1,0,36,0,0,0,,0,36,0,0,0,,0,0,0,0,0,0,0,0,0
Toure' Murry,SG,25,WAS,4,0,17,4.2,8.5,0.5,0,0,,4.2,8.5,0.5,4.2,4.2,1,2.1,0,2.1,2.1,2.1,0,8.5,4.2,12.7
Mike Muscala,PF,23,ATL,40,8,502,6,10.8,0.55,0.6,1.6,0.409,5.3,9.3,0.574,1.6,1.8,0.88,3.7,4.8,8.5,1.8,1.1,1.4,1.5,3.7,14.1
Shabazz Napier,PG,23,MIA,51,10,1012,3.1,8.1,0.382,1.5,4.2,0.364,1.6,3.9,0.4,1.6,2,0.786,0.6,3.4,4,4.6,1.4,0.1,2.9,2.7,9.3
Gary Neal,SG,30,TOT,54,1,1193,5.7,15.2,0.374,1.5,4.9,0.305,4.2,10.2,0.407,3.5,4.1,0.867,0.4,3.5,3.9,3,0.7,0,2,2.7,16.4
Gary Neal,SG,30,CHO,43,0,931,5.5,15.4,0.359,1.5,5.1,0.293,4,10.2,0.392,3.4,3.9,0.863,0.5,3.1,3.6,3.1,0.6,0,2.1,2.7,16
Gary Neal,SG,30,MIN,11,1,262,6.2,14.4,0.429,1.5,4.3,0.355,4.7,10.2,0.459,4,4.5,0.879,0,4.8,4.8,2.7,1,0,1.4,2.5,17.9
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jameer Nelson,PG,32,TOT,63,29,1407,5.2,12.9,0.407,2.3,6.6,0.345,3,6.3,0.472,0.6,0.9,0.667,0.8,2.9,3.7,6.5,1.2,0.2,2.8,3.5,13.4
Jameer Nelson,PG,32,DAL,23,23,584,3.8,10,0.374,2.3,6.3,0.369,1.4,3.7,0.383,0.4,0.5,0.875,0.9,3,3.9,5.9,0.9,0.1,2.4,3.3,10.3
Jameer Nelson,PG,32,BOS,6,1,121,2.7,12.2,0.22,1.5,7.4,0.2,1.2,4.8,0.25,1.8,2.7,0.667,0.9,4.2,5.1,9.8,2.1,0,2.7,3.9,8.6
Jameer Nelson,PG,32,DEN,34,5,702,6.9,15.4,0.45,2.4,6.7,0.354,4.6,8.7,0.524,0.6,1,0.579,0.8,2.6,3.4,6.4,1.3,0.2,3.1,3.6,16.8
Andrew Nicholson,PF,25,ORL,40,3,492,6.1,13.9,0.437,1,3,0.317,5.1,10.9,0.47,1.1,1.8,0.6,1.2,4.8,6,1.6,0.4,0.9,1.8,3.7,14.2
Joakim Noah,C,29,CHI,67,67,2049,3.3,7.5,0.445,0,0,0,3.3,7.5,0.447,1.8,3.1,0.603,3.8,7.5,11.3,5.5,0.8,1.3,2.2,3.6,8.5
Nerlens Noel,PF,20,PHI,75,71,2311,4.7,10.2,0.462,0,0,,4.7,10.2,0.462,2.2,3.6,0.609,2.9,6.6,9.5,2,2.1,2.2,2.3,3.2,11.6
Lucas Nogueira,C,22,TOR,6,0,23,3.1,12.5,0.25,0,0,,3.1,12.5,0.25,3.1,6.3,0.5,3.1,14.1,17.2,1.6,3.1,0,3.1,9.4,9.4
Steve Novak,SF-PF,31,TOT,35,0,197,4,10.2,0.393,3.5,8.8,0.396,0.5,1.5,0.375,0,0.4,0,0.4,3.7,4,2,0,0.4,0.9,4.2,11.5
Steve Novak,SF,31,UTA,22,0,109,5.3,11.6,0.457,5.3,10.9,0.485,0,0.7,0,0,0.7,0,0.3,5,5.3,2,0,0.3,1,4.3,15.9
Steve Novak,PF,31,OKC,13,0,88,2.5,8.6,0.286,1.2,6.1,0.2,1.2,2.5,0.5,0,0,,0.4,2,2.5,2,0,0.4,0.8,4.1,6.1
Dirk Nowitzki,PF,36,DAL,77,77,2282,7.7,16.8,0.459,1.6,4.3,0.38,6,12.4,0.486,4,4.6,0.882,0.7,6.5,7.2,2.3,0.6,0.5,1.3,2.5,21
Jusuf Nurkic,C,20,DEN,62,27,1103,5.6,12.5,0.446,0,0.1,0,5.6,12.4,0.449,2.7,4.3,0.636,4.1,8.4,12.5,1.6,1.7,2.2,2.8,6.8,13.9
Johnny O'Bryant,PF,21,MIL,34,15,368,4.3,11.7,0.367,0,0,,4.3,11.7,0.367,1.2,2.6,0.444,2.5,3.7,6.3,1.7,0.5,0.4,2.4,4.3,9.8
Kyle O'Quinn,PF,24,ORL,51,17,824,5.2,10.6,0.492,0.5,1.9,0.279,4.7,8.7,0.538,1.9,2.5,0.772,2,6.7,8.7,2.6,1.4,1.7,2.4,4.8,12.8
Victor Oladipo,PG,22,ORL,72,71,2573,6.6,15.2,0.436,1.2,3.5,0.339,5.4,11.7,0.464,3.7,4.5,0.819,0.7,3.5,4.2,4.1,1.7,0.3,2.9,2.6,18.1
Kelly Olynyk,C,23,BOS,64,13,1423,6.3,13.4,0.475,1.5,4.4,0.349,4.8,8.9,0.538,2.4,3.4,0.684,2.4,5.3,7.7,2.8,1.6,1,2.5,5.4,16.6
Arinze Onuaku,C,27,MIN,6,1,68,6.4,7.4,0.857,0,0,,6.4,7.4,0.857,1.6,4.2,0.375,3.7,7.4,11.1,2.1,0.5,1.6,1.1,3.2,14.3
Zaza Pachulia,C,30,MIL,73,45,1730,5,11,0.454,0,0.1,0,5,10.9,0.456,2.6,3.3,0.788,4.1,6.3,10.4,3.7,1.7,0.4,2.8,3.5,12.6
Kostas Papanikolaou,SF,24,HOU,43,1,795,3.1,8.9,0.35,1.4,4.8,0.292,1.7,4.1,0.418,0.6,0.8,0.722,1.8,3.6,5.3,3.8,1.3,0.6,2.5,3.2,8.2
Jannero Pargo,PG,35,CHO,9,0,73,7.4,17.3,0.429,4.4,10.8,0.409,3,6.4,0.462,1,1,1,0,1.5,1.5,3.9,0,0,1.5,3.9,20.2
Jabari Parker,SF,19,MIL,25,25,738,6.3,12.8,0.49,0.2,0.8,0.25,6.1,12,0.506,2.2,3.2,0.697,2.4,4.3,6.7,2,1.5,0.2,2.3,2,15
Tony Parker,PG,32,SAS,68,68,1953,7.4,15.3,0.486,0.7,1.6,0.427,6.7,13.7,0.493,2.4,3.1,0.783,0.3,2.1,2.4,6.2,0.8,0,2.7,2,18
Chandler Parsons,SF,26,DAL,66,66,2186,6.3,13.7,0.462,2.2,5.7,0.38,4.1,7.9,0.521,2.3,3.2,0.72,1.1,4.3,5.3,2.7,1.1,0.3,1.6,2.3,17.1
Patrick Patterson,PF,25,TOR,81,4,2156,4,8.9,0.449,1.8,4.7,0.371,2.3,4.2,0.536,1.1,1.3,0.788,2.1,5.1,7.2,2.6,1,0.7,0.9,2.5,10.8
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Paul,PG,29,LAC,82,82,2857,7.2,14.7,0.485,1.8,4.4,0.398,5.4,10.3,0.523,3.6,4,0.9,0.7,4.1,4.7,10.6,2,0.2,2.4,2.6,19.7
Adreian Payne,PF,23,TOT,32,22,739,4.4,10.7,0.414,0,0.4,0.111,4.4,10.3,0.427,1.5,2.2,0.652,2.3,5.6,7.9,1.5,0.9,0.4,2.1,4.3,10.4
Adreian Payne,PF,23,ATL,3,0,19,3.8,13.3,0.286,0,1.9,0,3.8,11.4,0.333,1.9,3.8,0.5,1.9,5.7,7.6,0,1.9,0,0,7.6,9.5
Adreian Payne,PF,23,MIN,29,22,720,4.4,10.6,0.418,0,0.4,0.125,4.4,10.2,0.429,1.4,2.2,0.659,2.3,5.5,7.9,1.5,0.9,0.5,2.2,4.2,10.4
Elfrid Payton,PG,20,ORL,82,63,2489,4.4,10.2,0.425,0.2,0.6,0.262,4.2,9.6,0.435,1.7,3.1,0.551,1.5,3.5,5,7.7,2.1,0.3,2.9,2.8,10.6
Nikola Pekovic,C,29,MIN,31,29,815,6.1,14.5,0.424,0,0,,6.1,14.5,0.424,4.8,5.7,0.837,3.9,6.4,10.3,1.2,0.8,0.5,1.9,2.6,17.1
Kendrick Perkins,C,30,TOT,68,3,1148,3.2,7.1,0.449,0,0,0,3.2,7.1,0.451,1.3,2.6,0.506,2.9,7.2,10,1.6,0.5,1.3,3,5.1,7.7
Kendrick Perkins,C,30,OKC,51,3,981,3,6.8,0.441,0,0,0,3,6.8,0.443,1.4,2.8,0.507,2.9,7.3,10.2,1.6,0.5,1.4,2.7,5,7.4
Kendrick Perkins,C,30,CLE,17,0,167,4.3,8.8,0.488,0,0,,4.3,8.8,0.488,0.9,1.7,0.5,2.4,6.5,8.8,1.7,0.4,0.9,4.5,5.8,9.5
Paul Pierce,SF,37,WAS,73,73,1914,5.5,12.3,0.447,2.2,5.7,0.389,3.3,6.6,0.496,3.1,3.9,0.781,0.8,4.7,5.5,2.7,0.9,0.5,1.7,3,16.3
Mason Plumlee,C,24,BRK,82,45,1743,5.8,10.1,0.573,0,0.1,0,5.8,10,0.576,3.2,6.5,0.495,3.6,7,10.6,1.5,1.3,1.3,2.2,4.3,14.8
Miles Plumlee,C,26,TOT,73,28,1194,4.1,7.7,0.535,0,0,,4.1,7.7,0.535,0.7,1.4,0.478,3.4,6.3,9.6,1,1.2,2,1.5,3.3,8.9
Miles Plumlee,C,26,PHO,54,28,1005,3.8,7,0.549,0,0,,3.8,7,0.549,0.7,1.4,0.5,3.4,6.4,9.8,1,1.3,2,1.6,3.5,8.3
Miles Plumlee,C,26,MIL,19,0,189,5.5,11.2,0.492,0,0,,5.5,11.2,0.492,0.6,1.5,0.375,3.2,5.5,8.8,1.3,1.1,2.1,1.1,2.3,11.6
Quincy Pondexter,SF-SG,26,TOT,75,30,1793,3.8,9,0.421,1.8,4.9,0.373,1.9,4.1,0.478,1.4,1.9,0.74,1.1,2.9,3.9,1.9,0.4,0.5,1,3,10.8
Quincy Pondexter,SG,26,MEM,30,2,540,3.2,9,0.356,1.1,4.9,0.233,2.1,4.1,0.5,1.4,2,0.7,1.3,2.5,3.8,1.9,0.3,0.3,0.7,3.1,8.9
Quincy Pondexter,SF,26,NOP,45,28,1253,4,9,0.449,2.1,4.9,0.433,1.9,4.1,0.468,1.4,1.9,0.758,0.9,3,4,1.9,0.4,0.5,1.2,3,11.6
Otto Porter,SF,21,WAS,74,13,1432,4.4,9.8,0.45,0.9,2.6,0.337,3.5,7.2,0.491,1.5,2,0.734,1.8,3.8,5.6,1.6,1.1,0.8,1.3,2.4,11.2
Dwight Powell,PF,23,TOT,29,0,236,4.7,10.2,0.463,0.5,1.7,0.273,4.3,8.5,0.5,3.8,5,0.758,2.7,4.9,7.6,1.4,1.4,0.9,1.7,6.1,13.7
Dwight Powell,PF,23,BOS,5,0,9,16,20,0.8,0,0,,16,20,0.8,4,8,0.5,0,4,4,0,8,0,8,4,36
Dwight Powell,PF,23,DAL,24,0,227,4.3,9.8,0.435,0.5,1.7,0.273,3.8,8.1,0.471,3.8,4.9,0.774,2.9,4.9,7.8,1.4,1.1,1,1.4,6.2,12.8
Phil Pressey,PG,23,BOS,50,0,600,3.8,10.4,0.368,1,3.9,0.246,2.9,6.5,0.44,2,2.9,0.673,0.8,4,4.8,7,1.8,0.4,2.5,3.2,10.6
A.J. Price,PG,28,TOT,26,0,324,5.7,15.2,0.372,1.7,6.3,0.263,4,8.9,0.45,1.8,2.7,0.667,0.7,2.9,3.6,5.1,0.8,0,1.6,1.7,14.8
A.J. Price,PG,28,IND,10,0,193,7.3,16.6,0.438,2.8,7.3,0.385,4.5,9.3,0.48,2.2,3.4,0.667,0.4,2.2,2.6,5,0.7,0,1.9,1.7,19.6
A.J. Price,PG,28,CLE,11,0,87,3.7,14.1,0.265,0,4.6,0,3.7,9.5,0.391,1.7,2.5,0.667,1.7,4.6,6.2,5.4,1.2,0,1.2,0.4,9.1
A.J. Price,PG,28,PHO,5,0,44,2.5,11.5,0.214,0,5.7,0,2.5,5.7,0.429,0,0,,0,2.5,2.5,4.9,0,0,0.8,4.1,4.9
Ronnie Price,PG,31,LAL,43,20,982,2.8,8.2,0.345,1.1,4,0.284,1.7,4.2,0.404,1.3,1.6,0.8,0.7,1.8,2.5,6,2.5,0.1,1.9,4.3,8.1
Pablo Prigioni,PG,37,TOT,67,3,1197,2.7,6.9,0.399,1.7,5,0.343,1,1.9,0.548,1.1,1.2,0.854,0.9,2.7,3.6,5.1,2.4,0,1.9,2.6,8.2
Pablo Prigioni,PG,37,NYK,43,3,795,3.1,7.3,0.422,1.9,5.2,0.374,1.1,2.1,0.543,1,1.2,0.846,0.8,2.8,3.6,4.7,2.4,0,2.1,2.4,9.1
Pablo Prigioni,PG,37,HOU,24,0,402,2.1,6,0.343,1.3,4.6,0.275,0.8,1.4,0.563,1.2,1.3,0.867,1.1,2.4,3.5,6,2.4,0,1.3,3.1,6.5
Tayshaun Prince,SF,34,TOT,58,16,1397,4.6,10.4,0.44,0.8,1.7,0.463,3.8,8.6,0.436,1.3,1.7,0.754,1.3,4.1,5.4,2.4,0.7,0.4,0.9,1.4,11.2
Tayshaun Prince,SF,34,MEM,26,9,628,4.3,10.5,0.41,0.9,1.9,0.455,3.4,8.6,0.4,1.4,1.7,0.833,1.2,3.6,4.8,2.1,0.5,0.3,0.9,1.3,10.9
Tayshaun Prince,SF,34,BOS,9,0,198,6,10.7,0.559,0.9,1.5,0.625,5.1,9.3,0.549,0.9,1.1,0.833,1.1,4.4,5.5,3.3,0.9,0.4,0.7,1.3,13.8
Tayshaun Prince,SF,34,DET,23,7,571,4.4,10.1,0.431,0.7,1.6,0.423,3.7,8.4,0.433,1.2,1.8,0.655,1.6,4.5,6.1,2.4,0.9,0.5,1,1.6,10.6
Miroslav Raduljica,C,27,MIN,5,0,23,4.7,12.5,0.375,0,0,,4.7,12.5,0.375,3.1,3.1,1,3.1,4.7,7.8,0,1.6,0,3.1,12.5,12.5
Julius Randle,PF,20,LAL,1,0,14,2.6,7.7,0.333,0,0,,2.6,7.7,0.333,0,5.1,0,0,0,0,0,0,0,2.6,2.6,5.1
Shavlik Randolph,PF,31,TOT,21,0,126,2.6,10,0.257,0,1.4,0,2.6,8.6,0.3,1.7,3.4,0.5,4.6,6.3,10.9,1.1,1.4,0.9,0.9,4.6,6.9
Shavlik Randolph,PF,31,PHO,16,0,101,2.1,8.9,0.24,0,1.4,0,2.1,7.5,0.286,1.8,3.6,0.5,4.3,5,9.3,1.1,1.4,0.7,0.7,4.6,6.1
Shavlik Randolph,PF,31,BOS,5,0,25,4.3,14.4,0.3,0,1.4,0,4.3,13,0.333,1.4,2.9,0.5,5.8,11.5,17.3,1.4,1.4,1.4,1.4,4.3,10.1
Zach Randolph,PF,33,MEM,71,71,2304,7.1,14.6,0.487,0.1,0.3,0.35,7,14.2,0.49,3.6,4.7,0.765,3.5,8.2,11.7,2.4,1.1,0.2,2.4,2.7,17.9
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
J.J. Redick,SG,30,LAC,78,78,2409,6.7,14,0.477,3,6.8,0.437,3.7,7.2,0.515,2.7,3,0.901,0.3,2.2,2.5,2,0.6,0.1,1.4,2,19.1
Glen Rice,SG,24,WAS,5,0,43,2.5,12.6,0.2,0.8,5.9,0.143,1.7,6.7,0.25,3.3,5,0.667,1.7,1.7,3.3,1.7,0,0,1.7,9.2,9.2
Jason Richardson,SG,34,PHI,19,15,416,5.4,15.4,0.348,2.7,8.3,0.323,2.7,7.1,0.378,1.5,1.9,0.773,1.1,4.6,5.7,3.3,1.1,0.3,1.4,2.4,14.9
Luke Ridnour,PG,33,ORL,47,0,683,4,9.3,0.426,1.1,3.3,0.317,2.9,6,0.487,0.9,1.1,0.857,0.4,3.2,3.6,5.1,1.1,0.2,2,3.5,9.9
Austin Rivers,PG-SG,22,TOT,76,5,1563,4.7,11.4,0.409,0.9,3,0.298,3.8,8.4,0.449,2,2.9,0.675,0.6,2.9,3.5,3.6,1.1,0.3,1.5,3.4,12.2
Austin Rivers,SG,22,NOP,35,3,772,4,10.4,0.387,0.7,2.3,0.28,3.4,8,0.419,2.5,3.3,0.746,0.6,2.6,3.2,4.1,0.8,0.3,1.4,3,11.1
Austin Rivers,PG,22,LAC,41,2,791,5.3,12.5,0.427,1.1,3.7,0.309,4.2,8.8,0.477,1.5,2.5,0.582,0.7,3.1,3.8,3.1,1.4,0.3,1.6,3.7,13.2
Andre Roberson,SG,23,OKC,67,65,1286,2.6,5.6,0.458,0.6,2.4,0.247,2,3.2,0.612,0.6,1.3,0.479,1.7,5.5,7.1,2,1.5,0.8,1.3,3.9,6.4
Brian Roberts,PG,29,CHO,72,10,1330,4.8,12.2,0.389,1.7,5.2,0.321,3.1,7,0.44,1.8,2,0.892,0.4,2.6,3,4.4,0.9,0.2,1.5,2,13
Glenn Robinson,SG-SF,21,TOT,35,1,261,3.6,9.2,0.388,0.7,2.6,0.263,2.9,6.6,0.438,2.2,3.3,0.667,2.1,3.3,5.4,1.5,0.8,0.1,1.5,2.1,10.1
Glenn Robinson,SG,21,MIN,25,0,108,2.7,8,0.333,0.3,2,0.167,2.3,6,0.389,4,5.3,0.75,1.3,3.3,4.7,1,1,0,1,1.7,9.7
Glenn Robinson,SF,21,PHI,10,1,153,4.2,10.1,0.419,0.9,3.1,0.308,3.3,7.1,0.467,0.9,1.9,0.5,2.6,3.3,5.9,1.9,0.7,0.2,1.9,2.4,10.4
Nate Robinson,PG,30,TOT,42,1,591,5.4,15.5,0.345,1.9,6.8,0.277,3.5,8.7,0.399,1.9,2.8,0.674,1,2,3,5.9,1.2,0.2,1.8,4.6,14.5
Nate Robinson,PG,30,DEN,33,1,465,5.5,15.8,0.348,1.9,7.1,0.261,3.6,8.7,0.42,2,3.1,0.65,1.1,1.9,3,6,1.1,0.2,1.7,5.3,14.9
Nate Robinson,PG,30,LAC,9,0,126,4.9,14.6,0.333,2,5.7,0.35,2.9,8.9,0.323,1.4,1.7,0.833,0.9,2.3,3.1,5.7,1.7,0,2.3,2.3,13.1
Thomas Robinson,PF,23,TOT,54,4,798,5.7,11.7,0.485,0,0.1,0,5.7,11.6,0.488,2.5,4.8,0.528,4.3,9.4,13.7,1.5,1.4,0.9,2.7,4.7,13.9
Thomas Robinson,PF,23,POR,32,4,391,4.3,8.4,0.516,0,0,,4.3,8.4,0.516,1.9,4.4,0.438,3,9.2,12.2,0.8,1.5,1,3,5,10.6
Thomas Robinson,PF,23,PHI,22,0,407,7,14.9,0.467,0,0.2,0,7,14.8,0.473,3.1,5.1,0.603,5.5,9.6,15,2.1,1.4,0.8,2.3,4.4,17.1
Rajon Rondo,PG,28,TOT,68,68,2018,4.9,11.5,0.426,0.5,1.5,0.314,4.4,10,0.444,0.6,1.4,0.397,1.3,5.4,6.7,9.6,1.6,0.1,3.7,2.7,10.8
Rajon Rondo,PG,28,BOS,22,22,699,4.2,10.3,0.405,0.4,1.6,0.25,3.8,8.7,0.435,0.6,1.9,0.333,1.3,7.2,8.5,12.2,1.9,0.2,3.9,2.2,9.4
Rajon Rondo,PG,28,DAL,46,46,1319,5.3,12.1,0.436,0.5,1.5,0.352,4.8,10.7,0.448,0.5,1.1,0.452,1.3,4.4,5.7,8.2,1.5,0.1,3.7,3,11.6
Derrick Rose,PG,26,CHI,51,51,1530,8,19.6,0.405,1.8,6.4,0.28,6.2,13.3,0.465,3.6,4.4,0.813,0.8,3,3.8,5.9,0.8,0.4,3.8,1.5,21.3
Terrence Ross,SF,23,TOR,82,61,2092,5.3,13,0.41,2.5,6.7,0.372,2.8,6.2,0.452,0.8,1,0.786,0.6,3.3,3.9,1.5,0.9,0.4,1.2,2.3,13.9
Ricky Rubio,PG,24,MIN,22,22,692,4.1,11.4,0.356,0.7,2.7,0.255,3.4,8.7,0.387,3,3.7,0.803,1,5.5,6.5,10,2,0.1,3.3,3.1,11.8
Damjan Rudez,SF,28,IND,68,2,1047,4.1,9,0.452,2.4,5.8,0.406,1.7,3.2,0.538,0.6,0.8,0.696,0.3,1.3,1.6,1.8,0.6,0.2,1.6,2.7,11.1
Brandon Rush,SG,29,GSW,33,0,271,1.5,7.2,0.204,0.4,3.6,0.111,1.1,3.6,0.296,0.7,1.5,0.455,0.5,4.9,5.4,1.6,0.7,1.6,1.5,3.6,4
Robert Sacre,C,25,LAL,67,18,1133,4,9.7,0.412,0,0,0,4,9.7,0.413,1.7,2.6,0.671,2.8,4.6,7.4,1.7,0.9,1.4,1.1,3.8,9.8
John Salmons,SF,35,NOP,21,0,270,2.1,6.4,0.333,1.1,3.5,0.308,1.1,2.9,0.364,0.3,0.5,0.5,0.5,2.3,2.8,1.7,1.2,0.5,0.7,3.3,5.6
JaKarr Sampson,SF,21,PHI,74,32,1131,4.6,11,0.422,1,4,0.244,3.7,7,0.525,2,3,0.67,1.1,4.1,5.2,2.5,1.2,0.8,2.4,4.3,12.3
Larry Sanders,C,26,MIL,27,26,586,5.3,10.6,0.5,0,0,,5.3,10.6,0.5,1.5,2.9,0.5,4.1,6.1,10.2,1.4,1.6,2.4,1.7,6.4,12
Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dennis Schroder,PG,21,ATL,77,10,1516,6.7,15.8,0.427,1.2,3.5,0.351,5.5,12.3,0.449,3.5,4.3,0.827,0.7,3.2,3.9,7.5,1.2,0.1,3.6,3,18.2
Luis Scola,PF,34,IND,81,16,1659,6.5,13.9,0.467,0.1,0.4,0.25,6.4,13.5,0.474,3.4,4.9,0.699,3,8.4,11.4,2.3,1,0.4,2,4.2,16.6
Mike Scott,PF,26,ATL,68,0,1123,6.4,14.5,0.444,2.1,6.2,0.344,4.3,8.4,0.517,2,2.5,0.792,1.4,4.9,6.4,2.4,0.8,0.1,1.3,2.7,17
Thabo Sefolosha,SF,30,ATL,52,7,976,3.8,9.2,0.418,0.9,2.9,0.321,2.9,6.3,0.462,1.7,2.1,0.776,2,6.3,8.2,2.8,2,0.8,1.4,2.5,10.3
Kevin Seraphin,C,25,WAS,79,0,1235,6.7,13.1,0.513,0,0.1,0,6.7,13.1,0.516,1.7,2.4,0.707,2.5,5.9,8.4,1.7,0.3,1.7,2.9,5.7,15.2
Ramon Sessions,PG,28,TOT,64,10,1188,3.8,10.1,0.374,0.6,1.8,0.317,3.2,8.3,0.387,4,5.2,0.769,0.7,3.7,4.4,5.5,0.9,0,2.6,2.2,12.2
Ramon Sessions,PG,28,SAC,36,7,642,3.5,10.3,0.344,0.3,1.6,0.214,3.2,8.7,0.368,3.6,4.9,0.727,0.7,3.1,3.9,5.4,0.7,0,2.9,2.5,11
Ramon Sessions,PG,28,WAS,28,3,546,4.1,10,0.411,0.9,2.1,0.406,3.2,7.8,0.412,4.5,5.6,0.812,0.7,4.3,4.9,5.7,1.1,0,2.3,1.8,13.6
